iata,icao,airport,latitude,longitude
BBJ,EDRB,Bitburg Airport ,49.9453,6.565
BWE,EDVE,Braunschweig-Wolfsburg Airport,52.3192,10.5561
ESS,EDLE,Essen/Mulheim Airport,51.4023,6.93733
GTI,EDCG,Rugen Airport (Guttin Airfield),54.3833,13.3256
DRS,EDDC,Dresden Airport,51.1328,13.7672
RBM,EDMS,Straubing Wallmuhle Airport,48.9008,12.5167
EUM,EDHN,Neumunster Airport,54.0794,9.94139
CSO,EDBC,Magdeburg-Cochstedt Airport,51.8564,11.4203
GUT,ETUO,RAF Gutersloh,51.9228,8.30633
FMO,EDDG,Munster Osnabruck International Airport,52.1346,7.68483
FMM,EDJA,Memmingen Airport,47.9888,10.2395
GKE,ETNG,NATO Air Base Geilenkirchen,50.9608,6.04242
GWT,EDXW,Sylt Airport (Westerland Airport),54.9132,8.34047
BYU,EDQD,Bindlacher Berg Airport,49.985,11.64
FLF,EDXF,Flensburg-Schaferhaus Airport,54.7733,9.37889
SZW,EDOP,Schwerin-Parchim International Airport,53.427,11.7834
MHG,EDFM,Mannheim City Airport,49.4731,8.51417
EME,EDWE,Emden Airport,53.3911,7.2275
SPM,ETAD,Spangdahlem Air Base,49.9727,6.6925
HAJ,EDDV,Hannover Airport,52.4611,9.68508
HAM,EDDH,Hamburg Airport,53.6304,9.98823
QHU,EDXJ,Husum Schwesing Airport,54.51,9.13833
WBG,ETNS,Schleswig Air Base,54.4593,9.51633
DUS,EDDL,Dusseldorf Airport,51.2895,6.76678
HDB,ETIE,Heidelberg Airport,49.3924,8.65193
BRV,EDWB,Bremerhaven Airport,53.5069,8.57278
CBU,EDCD,Cottbus-Drewitz Airport,51.8894,14.5319
MHI,HDMO,Moucha Airport,11.7167,43.2
JIB,HDAM,Djibouti-Ambouli International Airport,11.5473,43.1595
AII,HDAS,Ali-Sabieh Airport,11.1469,42.72
TDJ,HDTJ,Tadjoura Airport,11.783,42.917
OBC,HDOB,Obock Airport,11.967,43.267
MRW,EKMB,Lolland Falster Airport,54.6993,11.4401
RNN,EKRN,Bornholm Airport,55.0633,14.7596
AAL,EKYT,Aalborg Airport,57.0928,9.84924
SGD,EKSB,Sonderborg Airport,54.9644,9.79173
AAR,EKAH,Aarhus Airport,56.3,10.619
SKS,EKSP,Vojens Airport (Skrydstrup Airport),55.221,9.26702
STA,EKVJ,Stauning Vestjylland Airport,55.9901,8.35391
SQW,EKSV,Skive Airport,56.5502,9.17298
EBJ,EKEB,Esbjerg Airport,55.5259,8.5534
KRP,EKKA,Karup Airport,56.2975,9.12463
RKE,EKRK,Roskilde Airport,55.5856,12.1314
BYR,EKLS,Laesoe Airport,57.2772,11.0001
TED,EKTS,Thisted Airport,57.0688,8.70522
ODE,EKOD,Hans Christian Andersen Airport,55.4767,10.3309
CPH,EKCH,Copenhagen Airport,55.6179,12.656
BLL,EKBI,Billund Airport,55.7403,9.15178
CNL,EKSN,Sindal Airport,57.5035,10.2294
DOM,TDPD,Douglas-Charles Airport,15.547,-61.3
DCF,TDCF,Canefield Airport,15.3367,-61.3922
EPS,MDAB,Arroyo Barril Airport,19.3214,-69.4959
SDQ,MDSD,Las Americas International Airport,18.4297,-69.6689
BRX,MDBH,Maria Montez International Airport,18.2515,-71.1204
PUJ,MDPC,Punta Cana International Airport,18.5674,-68.3634
STI,MDST,Cibao International Airport,19.4061,-70.6047
JBQ,MDJB,La Isabela International Airport (Dr. Joaquin Balaguer Int'l),18.5725,-69.9856
POP,MDPP,Gregorio Luperon International Airport,19.7579,-70.57
COZ,MDCZ,Constanza Airport,18.9075,-70.7219
AZS,MDCY,Samana El Catey International Airport,19.267,-69.742
CBJ,MDCR,Cabo Rojo Airport,17.929,-71.6448
GHA,DAUG,Noumerat - Moufdi Zakaria Airport,32.3841,3.79411
TLM,DAON,Zenata - Messali El Hadj Airport,35.0167,-1.45
CFK,DAOI,Chlef International Airport,36.2127,1.33177
BMW,DATM,Bordj Mokhtar Airport,21.375,0.923889
BFW,DAOS,Sidi Bel Abbes Airport,35.1718,-0.593275
INZ,DAUI,In Salah Airport,27.251,2.51202
INF,DATG,In Guezzam Airport,19.567,5.75
HME,DAUH,Oued Irara-Krim Belkacem Airport,31.673,6.14044
MZW,DAAY,Mecheria Airport,33.5359,-0.242353
ELG,DAUE,El Golea Airport,30.5713,2.85959
MUW,DAOV,Ghriss Airport,35.2077,0.147142
TIN,DAOF,Tindouf Airport,27.7004,-8.1671
MQV,,Mostaganem Airport,35.9088,0.149383
VVZ,DAAP,Takhamalt Airport,26.7235,8.62265
AZR,DAUA,Touat-Cheikh Sidi Mohamed Belkebir Airport,27.8376,-0.186414
SKI,DABP,Skikda Airport,36.8641,6.9516
HRM,DAFH,Hassi R'Mel Airport (Tilrempt Airport),32.9304,3.31154
TGR,DAUK,Sidi Mahdi Airport,33.0678,6.08867
BJA,DAAE,Soummam - Abane Ramdane Airport,36.712,5.06992
ORN,DAOO,Oran Es Senia Airport,35.6239,-0.621183
DJG,DAAJ,Tiska Djanet Airport,24.2928,9.45244
LOO,DAUL,L'Mekrareg Airport (Laghouat Airport),33.7644,2.92834
AAE,DABB,Rabah Bitat Airport (Les Salines Airport),36.8222,7.80917
TMX,DAUT,Timimoun Airport,29.2371,0.276033
GJL,DAAV,Jijel Ferhat Abbas Airport,36.7951,5.87361
TID,DAOB,Abdelhafid Boussouf Bou Chekif Airport,35.3411,1.46315
EBH,DAOY,El Bayadh Airport,33.7217,1.0925
IAM,DAUZ,In Amenas Airport (Zarzaitine Airport),28.0515,9.64291
OGX,DAUU,Ain Beida Airport,31.9172,5.41278
CBH,DAOR,Boudghene Ben Ali Lotfi Airport,31.6457,-2.26986
QSF,DAAS,Ain Arnat Airport,36.1781,5.32449
BSK,DAUB,Biskra Airport,34.7933,5.73823
TMR,DAAT,Aguenar -Hadj Bey Akhamok Airport,22.8115,5.45108
ELU,DAUO,Guemar Airport,33.5114,6.77679
BUJ,DAAD,Bou Saada Airport,35.3325,4.20639
BLJ,DABT,Mostepha Ben Boulaid Airport,35.7521,6.30859
ALG,DAAG,Houari Boumediene Airport,36.691,3.21541
TEE,DABS,Cheikh Larbi Tebessi Airport,35.4316,8.12072
TAF,DAOL,Oran Tafaraoui Airport,35.5424,-0.532278
CZL,DABC,Mohamed Boudiaf International Airport,36.276,6.62039
MZD,,Mendez Airport,-2.73333,-78.3167
XMS,SEMC,Edmundo Carvajal Airport,-2.29917,-78.1208
SCY,SEST,San Cristobal Airport,-0.910206,-89.6174
LOH,SETM,Ciudad de Catamayo Airport,-3.99589,-79.3719
PYO,SEPT,Putumayo Airport,0.115949,-75.8502
TPN,SETI,Tiputini Airport,-0.776111,-75.5264
MCH,SEMH,General Manuel Serrano Airport,-3.2689,-79.9616
BHA,SESV,Los Perales Airport,-0.608111,-80.4027
SUQ,SESC,Sucua Airport,-2.483,-78.167
ETR,SERO,Santa Rosa International Airport,-3.44199,-79.997
OCC,SECO,Francisco de Orellana Airport,-0.462886,-76.9868
LTX,,Cotopaxi International Airport,-0.906833,-78.6158
TNW,SEJD,Jumandy Airport,-1.05972,-77.5833
PVO,SEPV,Reales Tamarindos Airport,-1.04165,-80.4722
ATF,SEAM,Chachoan Airport,-1.21207,-78.5746
ESM,SETN,Carlos Concha Torres International Airport,0.978519,-79.6266
JIP,SEJI,Jipijapa Airport,-1,-80.6667
GPS,SEGS,Seymour Airport,-0.453758,-90.2659
MEC,SEMT,Eloy Alfaro International Airport,-0.946078,-80.6788
CUE,SECU,Mariscal Lamar International Airport,-2.88947,-78.9844
MRR,SEMA,Jose Maria Velasco Ibarra Airport,-4.37823,-79.941
TSC,SETH,Taisha Airport,-2.38167,-77.5028
LGQ,SENL,Lago Agrio Airport,0.093056,-76.8675
SNC,SESA,General Ulpiano Paez Airport,-2.20499,-80.9889
PTZ,SEPA,Rio Amazonas Airport,-1.50524,-78.0627
UIO,SEQM,Mariscal Sucre International Airport,-0.129167,-78.3575
TUA,SETU,Teniente Coronel Luis a Mantilla International Airport,0.809506,-77.7081
IBB,SEII,General Villamil Airport,-0.942628,-90.953
TPC,SETR,Tarapoa Airport,-0.122956,-76.3378
GYE,SEGU,Jose Joaquin de Olmedo International Airport,-2.15742,-79.8836
URE,EEKE,Kuressaare Airport,58.2299,22.5095
TAY,EETU,Tartu Airport,58.3075,26.6904
TLL,EETN,Tallinn Airport (Lennart Meri Tallinn Airport),59.4133,24.8328
KDL,EEKA,Kardla Airport,58.9908,22.8307
EPU,EEPU,Parnu Airport,58.419,24.4728
LXR,HELX,Luxor International Airport,25.671,32.7066
TCP,HETB,Taba International Airport,29.5878,34.7781
AUE,,Abu Rudeis Airport,28.899,33.2025
DBB,HEAL,Al Alamain International Airport,30.9245,28.4614
HMB,HEMK,Sohag International Airport,26.3428,31.7428
ALY,HEAX,El Nouzha Airport,31.1839,29.9489
TFR,,Wadi al Jandali Airport,30.3,31.75
SSH,HESH,Sharm el-Sheikh International Airport,27.9773,34.395
SQK,,Sidi Barrani Airport,31.4666,25.878
SKV,HESC,St. Catherine International Airport,28.6853,34.0625
AAC,HEAR,El Arish International Airport,31.0733,33.8358
ELT,HETR,El Tor Airport,28.209,33.6455
HBE,HEBA,Borg El Arab Airport,30.9177,29.6964
ATZ,HEAT,Assiut Airport,27.0465,31.012
ASW,HESN,Aswan International Airport,23.9644,32.82
PSD,HEPS,Port Said Airport,31.2794,32.24
ABS,HEBL,Abu Simbel Airport,22.376,31.6117
UVL,HEKG,El Kharga Airport,25.4736,30.5907
DAK,HEDK,Dakhla Oasis Airport,25.4116,29.0031
MUH,HEMM,Marsa Matruh International Airport,31.3254,27.2217
EMY,HE25,El Minya Airport,28.1013,30.7303
SPX,,Sphinx International Airport,29.5083,-95.0514
RMF,HEMA,Marsa Alam International Airport,25.5571,34.5837
GSQ,HEOW,Sharq Al-Owainat Airport,22.5857,28.7166
CAI,HECA,Cairo International Airport,30.1219,31.4056
SEW,,Siwa Oasis North Airport,29.3455,25.5067
HRG,HEGN,Hurghada International Airport,27.1783,33.7994
TES,HHTS,Teseney Airport,15.1043,36.6817
ASA,HHSB,Assab International Airport,13.0718,42.645
ASM,HHAS,Asmara International Airport,15.2919,38.9107
MSW,HHMS,Massawa International Airport,15.67,39.3701
GMZ,GCGM,La Gomera Airport,28.0296,-17.2146
MAH,LEMH,Menorca Airport (Mahon Airport),39.8626,4.21865
LPA,GCLP,Gran Canaria Airport,27.9319,-15.3866
MAD,LEMD,Adolfo Suarez Madrid-Barajas Airport,40.4719,-3.56264
BCN,LEBL,Barcelona El Prat Airport,41.2971,2.07846
EAS,LESO,San Sebastian Airport,43.3565,-1.79061
RJL,LELO,Logrono-Agoncilo,42.461,-2.32224
ALC,LEAL,Alicante-Elche Airport,38.2822,-0.558156
BJZ,LEBZ,Badajoz Airport (Talavera la Real Air Base),38.8913,-6.82133
GRX,LEGR,Federico Garcia Lorca Airport (Granada Jaen Airport),37.1887,-3.77736
ABC,LEAB,Albacete Airport,38.9485,-1.86352
FUE,GCFV,Fuerteventura Airport,28.4527,-13.8638
ACE,GCRR,Lanzarote Airport,28.9455,-13.6052
ROZ,LERT,Naval Station Rota,36.6452,-6.34946
SCQ,LEST,Santiago de Compostela Airport,42.8963,-8.41514
ODB,LEBA,Cordoba Airport,37.842,-4.84888
XRY,LEJR,Jerez Airport (La Parra Airport),36.7446,-6.06011
IBZ,LEIB,Ibiza Airport,38.8729,1.37312
VGO,LEVX,Vigo-Peinador Airport,42.2318,-8.62677
SVQ,LEZL,Seville Airport,37.418,-5.89311
SPC,GCLA,La Palma Airport,28.6265,-17.7556
PNA,LEPP,Pamplona Airport,42.77,-1.64633
VLL,LEVD,Valladolid Airport,41.7061,-4.85194
CQM,LERL,Ciudad Real Central Airport,38.8564,-3.97
PMI,LEPA,Palma de Mallorca Airport,39.5517,2.73881
TEV,LETL,Teruel Airport,40.403,-1.2183
REU,LERS,Reus Airport,41.1474,1.16717
LEU,LESU,La Seu d'Urgell Airport,42.3386,1.40917
GRO,LEGE,Girona-Costa Brava Airport,41.901,2.76055
VLC,LEVC,Valencia Airport,39.4893,-0.481625
HSK,LEHC,Huesca-Pirineos Airport,42.0761,-0.316667
LEN,LELN,Leon Airport,42.589,-5.65556
ILD,LEDA,Lleida-Alguaire Airport,41.7282,0.535023
RMU,LEMI,Region de Murcia International Airport,37.803,-1.125
OZP,LEMO,Moron Air Base,37.1749,-5.61594
LEI,LEAM,Almeria Airport,36.8439,-2.3701
VDE,GCHI,El Hierro Airport,27.8148,-17.8871
MJV,LELC,Murcia-San Javier Airport,37.775,-0.812389
CDT,LECH,Castellon-Costa Azahar Airport,40.2139,0.073333
VIT,LEVT,Vitoria Airport,42.8828,-2.72447
SLM,LESA,Salamanca Airport,40.9521,-5.50199
TOJ,LETO,Madrid-Torrejon Airport,40.4967,-3.44587
RGS,LEBG,Burgos Airport,42.3576,-3.62076
LCG,LECO,A Coruna Airport,43.3021,-8.37726
AGP,LEMG,Malaga Airport,36.6749,-4.49911
OVD,LEAS,Asturias Airport (Oviedo Airport),43.5636,-6.03462
BIO,LEBB,Bilbao Airport,43.3011,-2.91061
MLN,GEML,Melilla Airport,35.2798,-2.95626
SDR,LEXJ,Santander Airport,43.4271,-3.82001
ZAZ,LEZG,Zaragoza Airport,41.6662,-1.04155
MZX,HAML,Mena Airport,6.35,39.7167
WRA,HAWR,Warder Airport,6.9724,45.3334
PWI,HAPW,Beles Airport,11.3126,36.4164
WAC,HAWC,Wacca Airport,7.167,37.167
ALK,,Asella Airport,7.96213,39.1283
DIR,HADR,Aba Tenna Dejazmach Yilma International Airport,9.6247,41.8542
NDM,HAMN,Mendi Airport,9.767,35.1
BJR,HABD,Bahir Dar Airport,11.6081,37.3216
TIE,HATP,Tippi Airport,7.2024,35.415
GDQ,HAGN,Gondar Airport (Atse Tewodros Airport),12.5199,37.434
GLC,,Geladi Airport,6.98444,46.4214
NEK,HANK,Nekemte Airport,9.05,36.6
ABK,HAKD,Kabri Dar Airport,6.734,44.253
AWA,HALA,Awasa Airport,7.067,38.5
MUJ,HAMR,Mui Airport,5.8646,35.7485
ETE,HAMM,Genda Wuha Airport,12.933,36.167
DEM,HADD,Dembidolo Airport,8.554,34.858
TUJ,HAMJ,Tum Airport,6.26,35.5184
ADD,HAAB,Bole International Airport,8.97789,38.7993
MQX,HAMK,Alula Aba Nega Airport,13.4674,39.5335
GNN,HAGH,Ginir Airport,7.15,40.717
EGL,HANG,Neghelle Airport,5.2897,39.7023
AXU,HAAX,Axum Airport,14.1468,38.7728
XBL,HABB,Bedele Airport (Buno Bedele Airport),8.456,36.352
DGC,,Degeh Bur Airport,8.234,43.5673
JIJ,HAJJ,Wilwal International Airport,9.3325,42.9121
JIM,HAJM,Aba Segud Airport,7.66609,36.8166
SZE,HASM,Semera Airport,11.7875,40.9915
NEJ,HANJ,Nejjo Airport,9.55,35.467
GOR,HAGR,Gore Airport,8.1614,35.5529
MTF,HAMT,Mizan Teferi Airport,6.9571,35.5547
GOB,HAGB,Robe Airport,7.11606,40.0463
BCO,HABC,Baco Airport (Jinka Airport),5.78287,36.562
SKR,HASK,Shakiso Airport,5.6923,38.9764
SXU,HASD,Soddu Airport,6.817,37.75
LLI,HALL,Lalibela Airport,11.975,38.98
OTA,,Mota Airport,11.083,37.867
MKS,HAMA,Mekane Selam Airport,10.7254,38.7415
HUE,HAHU,Humera Airport,14.25,36.583
BEI,HABE,Beica Airport,9.38639,34.5219
HIL,HASL,Shilavo Airport,6.08333,44.7667
AMH,HAAM,Arba Minch Airport,6.03939,37.5905
FNH,HAFN,Fincha Airport,9.583,37.35
DBM,HADM,Debre Marqos Airport,10.35,37.717
LFO,HAKL,Kelafo Airport,5.657,44.35
SHC,,Shire Airport,14.0781,38.2725
BCY,HABU,Bulchi Airport,6.21667,36.6667
DBT,HADT,Debre Tabor Airport,11.967,38
GMB,HAGM,Gambela Airport,8.12876,34.5631
DSE,HADC,Combolcha Airport,11.0825,39.7114
GDE,HAGO,Gode Airport,5.93513,43.5786
ASO,HASO,Asosa Airport,10.0185,34.5863
TKU,EFTU,Turku Airport,60.5141,22.2628
POR,EFPO,Pori Airport,61.4617,21.8
JYV,EFJY,Jyvaskyla Airport,62.3995,25.6783
KUO,EFKU,Kuopio Airport,63.0071,27.7978
UTI,EFUT,Utti Airport,60.8964,26.9384
VRK,EFVR,Varkaus Airport,62.1711,27.8686
SJY,EFSI,Seinajoki Airport,62.6921,22.8323
HYV,EFHV,Hyvink- Airfield,60.6544,24.8811
YLI,EFYL,Ylivieska Airfield,64.0547,24.7253
KOK,EFKK,Kokkola-Pietarsaari Airport,63.7212,23.1431
KEV,EFHA,Halli Airport,61.856,24.7867
VAA,EFVA,Vaasa Airport,63.0507,21.7622
LPP,EFLP,Lappeenranta Airport,61.0446,28.1447
SVL,EFSA,Savonlinna Airport,61.9431,28.9451
MHQ,EFMA,Mariehamn Airport,60.1222,19.8982
KEM,EFKE,Kemi-Tornio Airport,65.7787,24.5821
KTQ,EFIT,Kitee Airfield,62.1661,30.0736
IVL,EFIV,Ivalo Airport,68.6073,27.4053
KAU,EFKA,Kauhava Airfield,63.1271,23.0514
KTT,EFKT,Kittila Airport,67.701,24.8468
SOT,EFSO,Sodankyla Airfield,67.395,26.6191
JOE,EFJO,Joensuu Airport,62.6629,29.6075
OUL,EFOU,Oulu Airport,64.9301,25.3546
RVN,EFRO,Rovaniemi Airport,66.5648,25.8304
HEM,EFHF,Helsinki-Malmi Airport,60.2546,25.0428
KHJ,EFKJ,Kauhajoki Airfield,62.4625,22.3931
HEL,EFHK,Helsinki Airport (Helsinki-Vantaa Airport),60.3172,24.9633
KAJ,EFKI,Kajaani Airport,64.2855,27.6924
TMP,EFTP,Tampere-Pirkkala Airport,61.4141,23.6044
MIK,EFMI,Mikkeli Airport,61.6866,27.2018
ENF,EFET,Enontekio Airport,68.3626,23.4243
KAO,EFKS,Kuusamo Airport,65.9876,29.2394
MFJ,NFMO,Moala Airport,-18.5667,179.951
SVU,NFNS,Savusavu Airport,-16.8028,179.341
KAY,NFNW,Wakaya Airport,-17.617,179.017
MNF,NFMA,Mana Island Airport,-17.6731,177.098
BXL,,Blue Lagoon Seaplane Base,-16.943,177.368
KDV,NFKD,Vunisea Airport,-19.0581,178.157
PHR,NFND,Pacific Harbour Airport,-18.257,178.068
BVF,NFNU,Dama Airport,-16.8598,178.623
ONU,NFOL,Ono-i-Lau Airport,-20.6589,-178.741
KVU,,Korolevu Seaplane Base,-17.7543,177.437
TTL,,Turtle Island Seaplane Base,-16.966,177.368
KXF,NFNO,Koro Airport,-17.3458,179.422
LUC,NFNH,Laucala Airport,-16.7481,-179.667
SUV,NFNA,Nausori International Airport,-18.0433,178.559
NTA,,Natadola Seaplane Base,-18.0677,177.315
LBS,NFNL,Labasa Airport,-16.4667,179.34
VTF,NFVL,Vatulele Airport,-18.5125,177.639
LEV,NFNB,Levuka Airfield (Bureta Airport),-17.7111,178.759
NGI,NFNG,Gau Airport,-18.1156,179.34
LKB,NFNK,Lakeba Airport,-18.1992,-178.817
NAN,NFFN,Nadi International Airport,-17.7554,177.443
AQS,,Saqani Airport,-16.4494,179.74
TVU,NFNM,Matei Airport,-16.6906,-179.877
VAU,NFNV,Vatukoula Airport,-17.5,177.842
RTA,NFNR,Rotuma Airport,-12.4825,177.071
VBV,NFVB,Vanuabalavu Airport,-17.269,-178.976
YAS,NFSW,Yasawa Island Airport,-16.7589,177.545
CST,NFCS,Castaway Island Seaplane Base,-17.7358,177.129
RBI,NFFR,Rabi Airport,-16.5337,179.976
ICI,NFCI,Cicia Airport,-17.7433,-179.342
PTF,NFFO,Malolo Lailai Airport,-17.7779,177.197
PSY,SFAL,Port Stanley Airport,-51.6857,-57.7776
FAE,EKVG,Vagar Airport,62.0636,-7.27722
MPN,EGYP,RAF Mount Pleasant,-51.8228,-58.4472
ULI,,Ulithi Airport (FAA: TT02),10.0198,139.79
YAP,PTYA,Yap International Airport,9.49891,138.083
TKK,PTKK,Chuuk International Airport,7.46187,151.843
KSA,PTSA,Kosrae International Airport,5.35698,162.958
PNI,PTPN,Pohnpei International Airport,6.9851,158.209
LPY,LFHP,Le Puy - Loudes Airport,45.0807,3.76289
DPE,LFAB,Dieppe - Saint-Aubin Airport,49.8825,1.08528
LEH,LFOH,Le Havre - Octeville Airport,49.5339,0.088056
LDV,LFRJ,Landivisiau Air Base,48.5303,-4.15164
DIJ,LFSD,Dijon Air Base,47.2689,5.09
LRH,LFBH,La Rochelle - Ile de Re Airport,46.1792,-1.19528
VTL,LFSZ,Vittel - Champ-de-Courses Airport,47.8168,6.38111
MVV,LFHM,Megeve Altiport,45.8208,6.65222
EDM,LFRI,La Roche-sur-Yon Aerodrome,46.7019,-1.37863
MPL,LFMT,Montpellier-Mediterranee Airport (Frejorgues Airport),43.5762,3.96301
GNB,LFLS,Grenoble-Isere Airport,45.3629,5.32937
LRT,LFRH,Lorient South Brittany Airport (Lann-Bihoue Airport),47.7606,-3.44
MZM,LFSF,Metz-Frescaty Air Base,49.0717,6.13167
GAT,LFNA,Gap-Tallard Airport,44.455,6.03778
LDE,LFBT,Tarbes-Lourdes-Pyrenees Airport,43.1787,-0.006439
EVX,LFOE,Evreux-Fauville Air Base,49.0287,1.21986
CNG,LFBG,Cognac - Chateaubernard Air Base,45.6583,-0.3175
DOL,LFRG,Deauville - Saint-Gatien Airport,49.3653,0.154306
RHE,LFSR,Reims - Champagne Airport,49.31,4.05
LSO,LFOO,Les Sables-d'Olonne - Talmont Airport,46.4769,-1.72278
LYN,LFLY,Lyon-Bron Airport,45.7272,4.94427
CSF,LFPC,Creil Air Base,49.2535,2.51914
CLY,LFKC,Calvi - Sainte-Catherine Airport,42.5244,8.79306
LME,LFRM,Le Mans Arnage Airport,47.9486,0.201667
ZAO,LFCC,Cahors - Lalbenque Airport,44.3514,1.47528
CFE,LFLC,Clermont-Ferrand Auvergne Airport,45.7867,3.16917
NCE,LFMN,Nice Cote d'Azur Airport,43.6584,7.21587
SOZ,LFKS,Solenzara Air Base,41.9244,9.406
DNR,LFRD,Dinard-Pleurtuit-Saint-Malo Airport,48.5877,-2.07996
CET,LFOU,Cholet Le Pontreau Airport,47.0821,-0.877064
LTQ,LFAT,Le Touquet - Cote d'Opale Airport,50.5174,1.62059
RDZ,LFCR,Rodez-Marcillac Airport,44.4079,2.48267
LTT,LFTZ,La Mole - Saint-Tropez Airport,43.2054,6.482
NCY,LFLP,Annecy - Haute-Savoie - Mont Blanc Airport,45.9308,6.10639
MFX,LFKX,Meribel Altiport,45.407,6.57794
VAF,LFLU,Valence-Chabeuil Airport,44.9216,4.9699
TUF,LFOT,Tours Val de Loire Airport,47.4322,0.727606
LIL,LFQQ,Lille Airport (Lille-Lesquin Airport),50.5633,3.08689
CER,LFRC,Cherbourg - Maupertus Airport,49.6501,-1.47028
AGF,LFBA,Agen La Garenne Airport,44.1747,0.590556
LIG,LFBL,Limoges - Bellegarde Airport,45.8628,1.17944
ETZ,LFJL,Metz-Nancy-Lorraine Airport,48.9821,6.25132
NIT,LFBN,Niort - Souche Airport,46.3135,-0.394529
BYF,LFAQ,Albert - Picardie Airport,49.9715,2.69766
URO,LFOP,Rouen Airport,49.3842,1.1748
LYS,LFLL,Lyon-Saint-Exupery Airport,45.7256,5.08111
LVA,LFOV,Laval Entrammes Airport,48.0314,-0.742986
CEQ,LFMD,Cannes - Mandelieu Airport,43.542,6.95348
BOD,LFBD,Bordeaux-Merignac Airport,44.8283,-0.715556
DLE,LFGJ,Dole-Jura Airport,47.0427,5.43506
AHZ,LFHU,Alpe d'Huez Airport,45.0883,6.08472
BES,LFRB,Brest Bretagne Airport,48.4479,-4.41854
SBK,LFRT,Saint-Brieuc - Armor Airport,48.5378,-2.85444
IDY,LFEY,Ile d'Yeu Aerodrome,46.7186,-2.39111
AJA,LFKJ,Ajaccio Napoleon Bonaparte Airport,41.9236,8.80292
MRS,LFML,Marseille Provence Airport,43.4393,5.22142
EGC,LFBE,Bergerac Dordogne Perigord Airport,44.8253,0.518611
BOU,LFLD,Bourges Airport,47.0581,2.37028
EBU,LFMH,Saint-Etienne-Boutheon Airport,45.5406,4.29639
RYN,LFCY,Royan - Medis Aerodrome,45.6281,-0.9725
CQF,LFAC,Calais-Dunkerque Airport,50.9621,1.95476
LBY,LFRE,La Baule-Escoublac Airport,47.2894,-2.34639
ANE,LFJR,Angers - Loire Airport,47.5603,-0.312222
ANG,LFBU,Angouleme - Cognac International Airport,45.7292,0.221456
SNR,LFRZ,Saint-Nazaire Montoir Airport,47.3106,-2.15667
PRP,LFKO,Propriano Airport,41.6606,8.88975
LBI,LFCI,Le Sequestre Airport,43.9139,2.11306
EPL,LFSG,Epinal - Mirecourt Airport,48.325,6.06998
NTE,LFRS,Nantes Atlantique Airport,47.1532,-1.61073
SYT,LFLN,Saint-Yan Airport (Charolais Bourgogne Sud Airport),46.4125,4.01326
LAI,LFRO,Lannion - Cote de Granit Airport,48.7544,-3.47166
SCP,LFNC,Mont-Dauphin - Saint-Crepin Airport,44.7017,6.60028
ORE,LFOZ,Orleans - Saint-Denis-de-l'Hotel port,47.9878,1.76056
NVS,LFQG,Nevers - Fourchambault Airport,47.0026,3.11333
OBS,LFHO,Aubenas Aerodrome (Arddecheche Meridionale Aerodrom),44.5442,4.37219
VHY,LFLV,Vichy - Charmeil Airport,46.1697,3.40374
HZB,LFQT,Merville-Calonne Airport,50.6184,2.64224
BIA,LFKB,Bastia - Poretta Airport,42.5527,9.48373
RNS,LFRN,Rennes-Saint-Jacques Airport,48.0695,-1.73479
CFR,LFRK,Caen - Carpiquet Airport,49.1733,-0.45
MCU,LFBK,Montlucon - Gueret Airport,46.2226,2.36396
BIQ,LFBZ,Biarritz Pays Basque Airport,43.4683,-1.53111
FSC,LFKF,Figari-Sud Corse Airport,41.5006,9.09778
CCF,LFMK,Carcassonne Airport,43.216,2.30632
RNE,LFLO,Roanne Renaison Airport,46.0583,4.00139
SXB,LFST,Strasbourg Airport,48.5383,7.62823
ENC,LFSN,Nancy-Essey Airport,48.6921,6.23046
AUF,LFLA,Auxerre - Branches Aerodrome,47.8502,3.49711
AUR,LFLW,Aurillac - Tronquieres Airport,44.8914,2.42194
UIP,LFRQ,Quimper-Cornouaille Airport,47.975,-4.16779
CMF,LFLB,Chambery-Savoie Airport,45.6381,5.88023
MEN,LFNB,Brenoux Airport,44.5021,3.53282
AVN,LFMV,Avignon - Provence Airport,43.9073,4.90183
BZR,LFMU,Beziers Cap d'Agde Airport,43.3235,3.3539
DCM,LFCK,Castres-Mazamet Airport,43.5563,2.28918
CMR,LFGA,Colmar - Houssen Airport,48.1099,7.35901
TLN,LFTH,Toulon-Hyeres Airport (Hyeres Le Palyvestre Airport),43.0973,6.14603
TLS,LFBO,Toulouse-Blagnac Airport,43.6291,1.36382
PGF,LFMP,Perpignan-Rivesaltes Airport,42.7404,2.87067
FNI,LFTW,Nimes-Ales-Camargue-Cevennes Airport (Garons Airport),43.7574,4.41635
RCO,LFDN,Rochefort - Saint-Agnant Airport,45.8878,-0.983056
CVF,LFLJ,Courchevel Altiport,45.3967,6.63472
GFR,LFRF,Granville-Mont-Saint-Michel Aerodrome (fr),48.8831,-1.56417
PGX,LFBX,Perigueux Bassillac Airport,45.1981,0.815556
BVE,LFSL,Brive-Souillac Airport,45.0397,1.48556
QXB,LFMA,Aix-en-Provence Aerodrome,43.5056,5.36778
BAE,LFMR,Barcelonnette - Saint-Pons Airport,44.3872,6.60919
CHR,LFLX,Chateauroux-Centre Marcel Dassault Airport,46.8603,1.72111
PIS,LFBI,Poitiers-Biard Airport,46.5877,0.306666
CTT,LFMQ,Le Castellet Airport,43.2525,5.78519
